Loan #,Seller(1),Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property_5 Type,Property_3 Subtype,Year Built,Year Renovated,Loan #.1,Seller(1).1,Property Name.1,Units(2),Unit of  Measure,Occupancy %,Occupancy Date,Appraised Value ($)(3),Appraisal Date(3),Current_1 LTV %(3),Original Balance ($)(4)_9,Original Balance_8 per Unit ($)_4,Current_4 Balance ($)(4)_1,Current Balance_2 per Unit ($)_4,% of Initial Pool Balance,Crossed Loan,Related Borrower(5),Interest Rate %(6)_1,Admin. Fee %(6),Net Mortgage Rate %(6)_0,Accrual Type,Loan #.2,Seller(1).2,Property Name.2,Monthly Debt Service ($)(7),Annual Debt Service ($)(8),Note Date,First Payment Date(9),Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem._0  Term(9),Rem._0  Amort,I/O Period(9)(10),Seasoning,Payment Due Date,Grace Period_0  (Late Payment),Grace Period_7  (Default),Maturity Date,ARD Loan(11),Final Mat Date(11),Maturity/ARD Balance ($)(4),Maturity LTV %(3),Loan #.3,Seller(1).3,Property Name.3,Prepayment Provision (Payments)(9)(12)(13),2008_3 Revenues ($)_9,2008_7 Total Expenses ($)_2,2008_7 NOI ($)_9,2009_5 Revenues ($)_0,2009_0 Total Expenses ($)_3,2009_2 NOI ($)_0,2010_9 Revenues ($)_5,2010_4 Total Expenses ($)_5,2010_5 NOI ($)_5,Most Recent_5  Revenues ($),Most Recent_5  Total Expenses ($),Most Recent_3  NOI ($)(14),As of,Loan #.4,Seller(1).4,Property Name.4,UW Economic Occupancy %,UW_3 Revenues ($),UW Total Expenses ($),UW NOI ($)(14),UW_6  Capital Items ($),UW NCF ($)(14),UW_5  NOI DSCR(14),UW NCF_0 DSCR(14),UW NOI Debt Yield %,UW NCF_5  Debt Yield %,Title Type,Ground Lease_5  Expiration,Ground Lease_8  Extension Terms,PML %,Loan #.5,Seller(1).5,Property Name.5,Upfront Capex Reserve ($)_0,Upfront Engin. Reserve ($)_2,Upfront Envir.  Reserve ($),Upfront TI/LC Reserve ($)_0,Upfront RE Tax Reserve ($)_8,Upfront Ins. Reserve ($)_4,Upfront Other Reserve ($)_1,Unnamed: 99,Monthly Capex Reserve ($)_3,Monthly Envir. Reserve ($)_0,Monthly TI/LC Reserve ($)_8,Monthly RE Tax Reserve ($)_0,Monthly Ins. Reserve ($)_7,Monthly Other Reserve ($)_2,Loan #.6,Seller(1).6,Property Name.6,Capex  Reserve Cap ($)_3,Envir.  Reserve Cap ($)_6,TI/LC  Reserve Cap ($)_0,RE Tax  Reserve Cap ($)_1,Insur.  Reserve Cap ($)_4,Debt Service  Reserve Cap ($)_2,Other  Reserve Cap ($)_0,Unnamed: 10_level_1,Single Tenant,Largest Tenant,Unit Size_9,Lease_0 Expiration_3,Unnamed: 121,2nd Largest Tenant,Unit Size_3,Lease_0 Expiration_0,Loan #.7,Seller(1).7,Property Name.7,3rd Largest Tenant,Unit Size_8,Lease_8 Expiration_1,Unnamed: 131,4th Largest Tenant,"( '     ' ,   ' U n i t   S i z e _ 8 ' ) . 1",Lease_3 Expiration_6,"( '     ' ,   '     ' ) . 1",5th Largest Tenant,Unit Size_4,Lease_5 Expiration_4,Loan Purpose,Loan #.8,Seller(1).8,Property Name.8,Principal / Carveout Guarantor(20),Lockbox_5  (Y/N),Lockbox_9  Type(21),Additional Debt_2  Permitted (Y/N),Additional Debt_2  Exist (Y/N)(22),Additional Debt_4  Amount ($)(22),Additional Debt_5  Type(22),Total Debt_0 Current Balance ($),Total Debt_3  UW NCF  DSCR,Total Debt Current LTV %,Total Debt_9  UW NOI  Debt Yield %,Loan #_2,Seller(1).9,Property Name.9,2008_6 Occupancy %_3,2008_5  ADR ($)_3,2008_5  RevPAR ($)_0,2009_8  Occupancy %_3,2009_5  ADR ($)_6,2009_7  RevPAR ($)_1,2010_4  Occupancy %_1,2010_6  ADR ($)_8,2010_7  RevPAR ($)_8,Most Recent_9  Occupancy %_5,Most Recent_7  ADR ($)_3,Most Recent_3  RevPAR ($)_7,UW_0 Occupancy %_4,UW_6  ADR ($)_7,UW_9  RevPAR ($)_0,Loan #_5
18.0,JPMCB,Prattville Town Center,2760 Legends Parkway,Prattville,AL,36066,Elmore,1,Retail,Anchored,2007,  ,18.0,JPMCB,Prattville Town Center,"168,914",Square Feet,88.0%,01/01/11,"27,500,000",03/08/11,57.9%,"15,930,000",94,"15,930,000",94,1.5%,No,4,5.47500,0.10720,5.36780,Actual/360,18.0,JPMCB,Prattville Town Center,"73,891.97","886,703.64",04/29/11,06/01/11,  ,  ,116,0,120,4,1,0,0,05/01/21,No,  ,"15,930,000",57.9%,18.0,JPMCB,Prattville Town Center,"L(25),Grtr1%orYM(92),O(3)","2,568,229","519,140","2,049,088","2,503,914","562,090","1,941,824","2,500,497","488,024","2,012,473",  ,  ,  ,  ,18.0,JPMCB,Prattville Town Center,90.0%,"2,469,991","476,960","1,993,031","168,103","1,824,928",2.25,2.06,12.5%,11.5%,Fee,  ,  ,  ,18,JPMCB,Prattville Town Center,0,0,0,0,0,0,0,  ,0,0,0,0,0,0,18,JPMCB,Prattville Town Center,  ,  ,"321,000",  ,  ,  ,  ,  ,No,Ross Dress for Less,"30,060",01/31/18,  ,TJ Maxx,"26,000",07/31/17,18,JPMCB,Prattville Town Center,PetSmart,"20,260",01/31/18,  ,Books-A-Million,"15,500",01/31/19,  ,Rack Room Shoes,"9,000",07/31/17,Acquisition,18.0,JPMCB,Prattville Town Center,"Inland Diversified Real Estate Trust, Inc.",Yes,CMA,No,No,NAP,NAP,NAP,NAP,NAP,NAP,18,JPMCB,Prattville Town Center,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,18
19.0,JPMCB,Northcrest Shopping Center,9841 Northlake Centre Parkway,Charlotte,NC,28216,Mecklenburg,1,Retail,Anchored,2008,  ,19.0,JPMCB,Northcrest Shopping Center,"133,675",Square Feet,84.7%,01/01/11,"31,000,000",02/26/11,50.9%,"15,780,000",118,"15,780,000",118,1.5%,No,4,5.47500,0.10720,5.36780,Actual/360,19.0,JPMCB,Northcrest Shopping Center,"73,196.19","878,354.28",04/29/11,06/01/11,  ,  ,116,0,120,4,1,0,0,05/01/21,No,  ,"15,780,000",50.9%,19.0,JPMCB,Northcrest Shopping Center,"L(25),Grtr1%orYM(92),O(3)",  ,  ,  ,"2,293,251","458,740","1,834,511","2,431,287","485,349","1,945,939",  ,  ,  ,  ,19.0,JPMCB,Northcrest Shopping Center,80.2%,"2,428,952","489,677","1,939,275","128,849","1,810,426",2.21,2.06,12.3%,11.5%,Fee,  ,  ,  ,19,JPMCB,Northcrest Shopping Center,0,0,0,0,0,0,0,  ,0,0,0,0,0,0,19,JPMCB,Northcrest Shopping Center,  ,  ,"390,000",  ,  ,  ,  ,  ,No,REI,"26,791",09/18/18,  ,Old Navy,"17,542",10/31/16,19,JPMCB,Northcrest Shopping Center,Dollar Tree,"11,232",05/31/18,  ,Shoe Carnival,"10,477",03/15/17,  ,David's Bridal,"10,011",08/31/18,Acquisition,19.0,JPMCB,Northcrest Shopping Center,"Inland Diversified Real Estate Trust, Inc.",Yes,CMA,No,No,NAP,NAP,NAP,NAP,NAP,NAP,19,JPMCB,Northcrest Shopping Center,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,19
20.0,JPMCB,Verizon Alabama HQ,475 Quality Circle NW,Huntsville,AL,35806,Madison,1,Office,Suburban,2007,  ,20.0,JPMCB,Verizon Alabama HQ,"152,166",Square Feet,100.0%,09/01/11,"28,000,000",06/08/11,54.0%,"15,125,000",99,"15,125,000",99,1.5%,No,  ,5.68100,0.10720,5.57380,Actual/360,20.0,JPMCB,Verizon Alabama HQ,"72,797.68","873,572.10",09/02/11,10/01/11,  ,  ,85,0,85,0,1,0,0,10/01/18,No,  ,"15,125,000",54.0%,20.0,JPMCB,Verizon Alabama HQ,"L(24),Def(58),O(3)",  ,  ,  ,"2,396,669","296,323","2,100,346","2,589,985","279,671","2,310,314",  ,  ,  ,  ,20.0,JPMCB,Verizon Alabama HQ,95.0%,"2,140,383","297,926","1,842,457","38,042","1,804,416",2.11,2.07,12.2%,11.9%,Fee,  ,  ,  ,20,JPMCB,Verizon Alabama HQ,"3,170",0,0,0,"143,000","28,616",0,  ,"3,100",0,0,"11,000","1,908",0,20,JPMCB,Verizon Alabama HQ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,Verizon Wireless,"152,166",09/03/18,  ,  ,  ,  ,20,JPMCB,Verizon Alabama HQ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Acquisition,20.0,JPMCB,Verizon Alabama HQ,Mohannad S. Malas,Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,20,JPMCB,Verizon Alabama HQ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,20
21.0,JPMCB,Brooks Corner,3143 SE Military Drive,San Antonio,TX,78223,Bexar,1,Retail,Anchored,2005,  ,21.0,JPMCB,Brooks Corner,"172,927",Square Feet,93.2%,05/02/11,"25,130,000",05/12/11,56.6%,"14,275,800",83,"14,230,137",82,1.4%,No,  ,5.20100,0.10720,5.09380,Actual/360,21.0,JPMCB,Brooks Corner,"78,398.79","940,785.48",06/01/11,07/01/11,  ,  ,117,357,0,3,1,0,0,06/01/21,No,  ,"11,815,546",47.0%,21.0,JPMCB,Brooks Corner,"L(25),Grtr1%orYM(91),O(4)","2,961,766","1,109,180","1,852,586","2,800,608","1,025,842","1,774,766","2,690,873","1,006,860","1,684,013","2,656,468","1,080,192","1,576,277",03/31/11,21.0,JPMCB,Brooks Corner,88.5%,"2,682,101","1,006,974","1,675,127","150,968","1,524,158",1.78,1.62,11.8%,10.7%,Fee,  ,  ,  ,21,JPMCB,Brooks Corner,0,0,0,"12,500",0,0,0,  ,0,0,"12,500",0,0,0,21,JPMCB,Brooks Corner,  ,  ,"750,000",  ,  ,  ,  ,  ,No,Ross Dress for Less,"30,105",01/31/16,  ,Conn's,"30,000",11/30/15,21,JPMCB,Brooks Corner,K & G Superstore,"17,703",03/31/17,  ,PetCo,"15,000",01/31/16,  ,Dollar Tree,"12,000",04/30/16,Refinance,21.0,JPMCB,Brooks Corner,"Minto Builders (Florida), Inc.",Yes,Springing,No,No,NAP,NAP,NAP,NAP,NAP,NAP,21,JPMCB,Brooks Corner,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,21
22.0,JPMCB,Bayport Commons,11655 West Hillsborough Avenue,Tampa,FL,33635,Hillsborough,1,Retail,Anchored,2007,  ,22.0,JPMCB,Bayport Commons,"97,112",Square Feet,93.8%,05/31/11,"17,500,000",06/28/11,75.0%,"13,125,000",135,"13,125,000",135,1.3%,No,2,5.44200,0.06720,5.37480,Actual/360,22.0,JPMCB,Bayport Commons,"74,045.39","888,544.68",08/03/11,10/01/11,  ,  ,120,360,0,0,1,0,0,09/01/21,No,  ,"10,945,075",62.5%,22.0,JPMCB,Bayport Commons,"L(25),Grtr1%orYM(92),O(3)","1,277,974","412,868","865,106","1,958,873","573,439","1,385,434","1,922,445","497,863","1,424,582","1,948,321","498,466","1,449,855",05/31/11,22.0,JPMCB,Bayport Commons,91.6%,"1,798,938","530,460","1,268,479","96,383","1,172,096",1.43,1.32,9.7%,8.9%,Fee,07/29/61,None,  ,22,JPMCB,Bayport Commons,"1,625",0,0,"84,717",0,0,0,  ,"1,625",0,"6,072",0,0,0,22,JPMCB,Bayport Commons,"39,000",  ,"218,592",  ,  ,  ,  ,  ,No,Best Buy,"30,045",01/31/19,  ,Michaels,"21,152",02/28/18,22,JPMCB,Bayport Commons,PetSmart,"20,343",01/31/18,  ,Mattress Firm,"4,800",04/30/13,  ,Bright Now Dental,"3,237",07/31/13,Refinance,22.0,JPMCB,Bayport Commons,"Kite Realty Group, L.P.",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,22,JPMCB,Bayport Commons,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,22
23.0,JPMCB,Inman Grove Shopping Center,1065-1133 Inman Avenue,Edison,NJ,08820,Middlesex,1,Retail,Anchored,1985,  ,23.0,JPMCB,Inman Grove Shopping Center,"118,804",Square Feet,92.2%,05/01/11,"19,800,000",05/12/11,65.5%,"13,000,000",109,"12,977,278",109,1.3%,No,  ,5.80600,0.10720,5.69880,Actual/360,23.0,JPMCB,Inman Grove Shopping Center,"76,327.57","915,930.84",06/30/11,08/01/11,  ,  ,118,358,0,2,1,0,0,07/01/21,No,  ,"10,964,679",55.4%,23.0,JPMCB,Inman Grove Shopping Center,"L(25),Grtr1%orYM(92),O(3)","2,578,965","963,690","1,615,275","2,665,450","1,045,986","1,619,464","2,667,090","1,144,480","1,522,610","2,658,025","1,162,198","1,495,827",04/30/11,23.0,JPMCB,Inman Grove Shopping Center,90.0%,"2,428,374","1,120,740","1,307,634","104,969","1,202,665",1.43,1.31,10.1%,9.3%,Fee,  ,  ,  ,23,JPMCB,Inman Grove Shopping Center,"1,800,000","11,625","1,214,375",0,"146,333",0,"300,000",  ,"2,033",0,"4,200","48,778",0,0,23,JPMCB,Inman Grove Shopping Center,  ,  ,"201,600",  ,  ,  ,  ,  ,No,Stop & Shop,"46,725",01/31/16,  ,Rite Aid,"9,620",06/30/15,23,JPMCB,Inman Grove Shopping Center,Wachovia (Ground Lease),"4,160",07/14/16,  ,Burger King,"3,927",07/01/12,  ,Health Foods,"3,600",06/30/12,Refinance,23.0,JPMCB,Inman Grove Shopping Center,"Terry F. Spragens, Jeffrey G. Spragens, James M. Ballard",Yes,CMA,No,No,NAP,NAP,NAP,NAP,NAP,NAP,23,JPMCB,Inman Grove Shopping Center,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,23
24.0,JPMCB,River North Portfolio,Various,Chicago,IL,60654,Cook,2,Mixed Use,Office/Retail,Various,Various,24.0,JPMCB,River North Portfolio,"68,028",Square Feet,100.0%,Various,"18,600,000",04/05/11,68.4%,"12,750,000",187,"12,724,731",187,1.2%,No,  ,5.30200,0.10720,5.19480,Actual/360,24.0,JPMCB,River North Portfolio,"70,817.18","849,806.16",06/06/11,08/01/11,  ,  ,118,358,0,2,1,0,0,07/01/21,No,  ,"10,587,471",56.9%,24.0,JPMCB,River North Portfolio,"L(25),Grtr1%orYM(93),O(2)","1,078,018","425,705","652,313","1,825,928","486,253","1,339,675","1,963,709","484,769","1,478,940",  ,  ,  ,  ,24.0,JPMCB,River North Portfolio,92.5%,"1,919,690","486,941","1,432,750","89,979","1,342,771",1.69,1.58,11.3%,10.6%,Fee,  ,  ,  ,24,JPMCB,River North Portfolio,"1,150","20,000",0,"6,350","113,047","2,917",0,  ,"1,150",0,"6,350","22,609",583,0,24,JPMCB,River North Portfolio,"27,600",  ,"300,000",  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,24,JPMCB,River North Portfolio,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Refinance,24.0,JPMCB,River North Portfolio,Albert M. Friedman,Yes,CMA,No,No,NAP,NAP,NAP,NAP,NAP,NAP,24,JPMCB,River North Portfolio,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,24
24.000999999999998,JPMCB,114. W. Illinois,114 West Illinois Street,Chicago,IL,60654,Cook,1,Mixed Use,Office/Retail,1901,2007,24.000999999999998,JPMCB,114. W. Illinois,"35,800",Square Feet,100.0%,04/25/11,"11,700,000",04/05/11,  ,"8,150,000",  ,"8,133,848",  ,0.8%,  ,  ,  ,  ,  ,  ,24.000999999999998,JPMCB,114. W. Illinois,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"6,767,678",  ,24.000999999999998,JPMCB,114. W. Illinois,  ,"383,622","173,827","209,795","1,033,516","228,883","804,633","1,228,583","257,587","970,996",  ,  ,  ,  ,24.000999999999998,JPMCB,114. W. Illinois,92.5%,"1,163,244","254,973","908,271","49,730","858,542",  ,  ,  ,  ,Fee,  ,  ,  ,24.001,JPMCB,114. W. Illinois,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,24.001,JPMCB,114. W. Illinois,  ,  ,  ,  ,  ,  ,  ,  ,No,Asia on Illinois,"16,200",01/31/19,  ,Gravity Tank,"16,000",02/28/18,24.001,JPMCB,114. W. Illinois,Rockit Ranch Office,"3,600",03/31/13,  ,  ,  ,  ,  ,  ,  ,  ,  ,24.000999999999998,JPMCB,114. W. Illinois,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,24.001,JPMCB,114. W. Illinois,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,24.001
24.002,JPMCB,500 N. Clark,500 & 508 North Clark Street,Chicago,IL,60654,Cook,1,Mixed Use,Office/Retail,"1880, 1980",  ,24.002,JPMCB,500 N. Clark,"32,228",Square Feet,100.0%,03/22/11,"6,900,000",04/05/11,  ,"4,600,000",  ,"4,590,883",  ,0.4%,  ,  ,  ,  ,  ,  ,24.002,JPMCB,500 N. Clark,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"3,819,793",  ,24.002,JPMCB,500 N. Clark,  ,"694,396","251,878","442,518","792,412","257,370","535,042","735,126","227,182","507,944",  ,  ,  ,  ,24.002,JPMCB,500 N. Clark,92.5%,"756,446","231,968","524,479","40,250","484,229",  ,  ,  ,  ,Fee,  ,  ,  ,24.002,JPMCB,500 N. Clark,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,24.002,JPMCB,500 N. Clark,  ,  ,  ,  ,  ,  ,  ,  ,No,Nahabedian Restaurant Group,"9,438",11/30/15,  ,Potbelly Sandwich Works,"5,126",08/31/13,24.002,JPMCB,500 N. Clark,Gravity Tank,"3,757",02/28/18,  ,Arment Dietrich,"3,679",10/31/12,  ,Fusion Idea Labs,"3,300",07/15/13,  ,24.002,JPMCB,500 N. Clark,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,24.002,JPMCB,500 N. Clark,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,24.002
25.0,JPMCB,Fairview Heights Plaza,49-79 Ludwig Drive,Fairview Heights,IL,62208,St. Clair,1,Retail,Anchored,1991,  ,25.0,JPMCB,Fairview Heights Plaza,"167,491",Square Feet,91.5%,05/01/11,"18,700,000",06/05/11,66.7%,"12,500,000",75,"12,473,376",74,1.2%,No,  ,5.00000,0.10720,4.89280,Actual/360,25.0,JPMCB,Fairview Heights Plaza,"67,102.70","805,232.40",06/10/11,08/01/11,  ,  ,58,358,0,2,1,0,0,07/01/16,No,  ,"11,530,293",61.7%,25.0,JPMCB,Fairview Heights Plaza,"L(25),Grtr1%orYM(33),O(2)","2,017,873","632,224","1,385,649","1,634,772","570,202","1,064,570","1,338,010","542,426","795,584",  ,  ,  ,  ,25.0,JPMCB,Fairview Heights Plaza,76.2%,"1,770,503","636,276","1,134,227","109,341","1,024,887",1.41,1.27,9.1%,8.2%,Fee,  ,  ,  ,25,JPMCB,Fairview Heights Plaza,"2,485","357,875",0,"6,600","217,254",0,"1,500,000",  ,"2,485",0,"6,600","24,139",0,0,25,JPMCB,Fairview Heights Plaza,  ,  ,"237,600",  ,  ,  ,  ,  ,No,Gordmans,"60,137",12/31/19,  ,The Sports Authority,"40,588",07/31/14,25,JPMCB,Fairview Heights Plaza,Guitar Center,"22,176",01/31/17,  ,Planet Fitness,"20,310",07/31/21,  ,Ginger Buffet & Grill,"8,300",09/30/13,Refinance,25.0,JPMCB,Fairview Heights Plaza,Gregory P. Forester,Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,25,JPMCB,Fairview Heights Plaza,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,25
26.0,JPMCB,Heritage Commons III,13500 Heritage Parkway,Fort Worth,TX,76177,Tarrant,1,Office,Suburban,2006,  ,26.0,JPMCB,Heritage Commons III,"119,001",Square Feet,100.0%,04/30/11,"19,000,000",05/03/11,65.1%,"12,400,000",104,"12,359,613",104,1.2%,No,  ,4.70000,0.14720,4.55280,Actual/360,26.0,JPMCB,Heritage Commons III,"70,338.41","844,060.92",06/28/11,08/01/11,  ,  ,58,298,0,2,1,0,0,07/01/16,Yes,12/01/18,"10,977,697",57.8%,26.0,JPMCB,Heritage Commons III,"L(25),Grtr1%orYM(34),O(1)","2,690,030","1,257,943","1,432,087","2,694,405","1,259,601","1,434,804","2,564,096","1,129,808","1,434,288",  ,  ,  ,  ,26.0,JPMCB,Heritage Commons III,95.0%,"2,703,502","1,342,847","1,360,655","135,195","1,225,460",1.61,1.45,11.0%,9.9%,Fee,  ,  ,  ,26,JPMCB,Heritage Commons III,"1,500","16,066",0,"10,250","249,314",0,0,  ,"1,500",0,"10,250","35,616",0,0,26,JPMCB,Heritage Commons III,"54,000",  ,  ,  ,  ,  ,  ,  ,Yes,"DynCorp International, LLC","119,001",12/31/18,  ,  ,  ,  ,26,JPMCB,Heritage Commons III,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Acquisition,26.0,JPMCB,Heritage Commons III,"Macquarie CNL Income, LP",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,26,JPMCB,Heritage Commons III,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,26
27.0,JPMCB,Bird Creek Crossing,3550 South General Bruce Drive,Temple,TX,76504,Bell,1,Retail,Anchored,2007,  ,27.0,JPMCB,Bird Creek Crossing,"124,941",Square Feet,93.8%,05/18/11,"21,250,000",05/06/11,55.0%,"11,681,500",93,"11,681,500",93,1.1%,No,6,5.15900,0.10720,5.05180,Actual/360,27.0,JPMCB,Bird Creek Crossing,"51,057.73","612,692.76",06/02/11,08/01/11,  ,  ,118,0,120,2,1,0,0,07/01/21,No,  ,"11,681,500",55.0%,27.0,JPMCB,Bird Creek Crossing,"L(25),Grtr1%orYM(92),O(3)",  ,  ,  ,"1,778,213","714,180","1,064,034","2,135,734","657,914","1,477,820",  ,  ,  ,  ,27.0,JPMCB,Bird Creek Crossing,88.0%,"2,152,390","679,938","1,472,452","148,729","1,323,723",2.40,2.16,12.6%,11.3%,Fee,  ,  ,  ,27,JPMCB,Bird Creek Crossing,0,"14,383",0,0,0,0,0,  ,0,0,0,0,0,0,27,JPMCB,Bird Creek Crossing,  ,  ,  ,  ,  ,  ,  ,  ,No,Best Buy,"30,038",01/31/18,  ,PetSmart,"19,900",04/30/18,27,JPMCB,Bird Creek Crossing,Office Max,"17,862",11/30/17,  ,Michaels,"17,175",02/28/18,  ,Spec's Liquor and Fine Foods,"15,659",06/30/20,Acquisition,27.0,JPMCB,Bird Creek Crossing,"Inland Western Retail Real Estate Trust, Inc.",Yes,Springing,No,No,NAP,NAP,NAP,NAP,NAP,NAP,27,JPMCB,Bird Creek Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,27
28.0,JPMCB,Red Top Plaza,1300-1440 South Milwaukee Avenue,Libertyville,IL,60048,Lake,1,Retail,Anchored,1981,2008,28.0,JPMCB,Red Top Plaza,"151,840",Square Feet,87.4%,08/19/11,"20,000,000",07/22/11,57.0%,"11,400,000",75,"11,400,000",75,1.1%,No,3,5.55000,0.10720,5.44280,Actual/360,28.0,JPMCB,Red Top Plaza,"53,603.75","643,245.00",08/30/11,10/01/11,  ,  ,120,0,120,0,1,0,0,09/01/21,No,  ,"11,400,000",57.0%,28.0,JPMCB,Red Top Plaza,"L(25),Grtr1%orYM(92),O(3)","2,359,813","730,127","1,629,687","2,297,320","730,501","1,566,819","2,210,390","694,604","1,515,786","2,157,390","690,993","1,466,397",03/31/11,28.0,JPMCB,Red Top Plaza,83.2%,"2,101,678","714,651","1,387,026","129,014","1,258,013",2.16,1.96,12.2%,11.0%,Fee,  ,  ,  ,28,JPMCB,Red Top Plaza,0,0,0,0,0,0,0,  ,0,0,0,0,0,0,28,JPMCB,Red Top Plaza,  ,  ,  ,  ,  ,  ,  ,  ,No,Jewel-Osco,"66,844",11/30/20,  ,Tuesday Morning,"7,595",07/15/12,28,JPMCB,Red Top Plaza,Re-Max,"6,400",02/28/13,  ,The Batterz Box,"6,400",02/28/17,  ,Fifth Third Bank,"4,000",07/31/23,Acquisition,28.0,JPMCB,Red Top Plaza,"INP Retail, L.P.",Yes,Springing,No,No,NAP,NAP,NAP,NAP,NAP,NAP,28,JPMCB,Red Top Plaza,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,28
29.0,JPMCB,Shaw's Londonderry,4 Orchard View Drive,Londonderry,NH,03053,Rockingham,1,Retail,Anchored,1982,  ,29.0,JPMCB,Shaw's Londonderry,"191,583",Square Feet,91.4%,07/21/11,"17,000,000",06/07/11,64.7%,"11,000,000",57,"11,000,000",57,1.1%,No,  ,5.85000,0.14720,5.70280,Actual/360,29.0,JPMCB,Shaw's Londonderry,"69,867.98","838,415.76",09/01/11,10/01/11,  ,  ,120,300,0,0,1,0,0,09/01/21,No,  ,"8,475,743",49.9%,29.0,JPMCB,Shaw's Londonderry,"L(25),Grtr1%orYM(94),O(1)","2,226,139","591,203","1,634,936","2,135,170","613,903","1,521,267","2,195,162","614,014","1,581,149","2,137,831","626,100","1,511,731",06/30/11,29.0,JPMCB,Shaw's Londonderry,88.4%,"1,860,610","613,780","1,246,831","130,549","1,116,282",1.49,1.33,11.3%,10.1%,Fee,  ,  ,  ,29,JPMCB,Shaw's Londonderry,"3,765",0,"125,000",0,"103,221",0,0,  ,"3,765",0,0,"25,786",0,0,29,JPMCB,Shaw's Londonderry,"90,360",  ,"300,000",  ,  ,  ,  ,  ,No,TJ Maxx,"78,792",05/27/16,  ,Shaw's Supermarkets,"61,099",03/25/24,29,JPMCB,Shaw's Londonderry,Goodwill,"12,500",07/31/12,  ,Radio Shack,"3,120",10/31/12,  ,1/2 Off Cards,"2,980",07/31/13,Refinance,29.0,JPMCB,Shaw's Londonderry,R. Norman Wood,Yes,Springing,No,No,NAP,NAP,NAP,NAP,NAP,NAP,29,JPMCB,Shaw's Londonderry,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,29
