Loan,Seller,Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property Type,Property Subtype,Year Built,Year Renovated,Units,Unit of Measure,Occupancy,Occupancy Date,Appraised Value,Appraisal Date,Current LTV,Original Balance,Original Balance per Unit,Current Balance,Current Balance per Unit,of Initial Pool Balance,Crossed Loan,Related Borrower,Interest Rate,Admin. Fee,Net Mortgage Rate,Accrual Type,Monthly Debt Service,Annual Debt Service,Note Date,First Payment Date,Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem. Term,Rem. Amort,IO Period,Seasoning,Payment Due Date,Grace Period,Grace Period,Maturity Date,ARD Loan,Final Mat Date,MaturityARD Balance,Maturity LTV,Prepayment Provision,2008 Revenues,2008 Total Expenses,2008 NOI,2009 Revenues,2009 Total Expenses,2009 NOI,2010 Revenues,2010 Total Expenses,2010 NOI,Most Recent Revenues,Most Recent Total Expenses,Most Recent NOI,As of,UW Economic Occupancy,UW Revenues,UW Total Expenses,UW NOI,UW Capital Items,UW NCF,UW NOI DSCR,UW NCF DSCR,UW NOI Debt Yield,UW NCF Debt Yield,Title Type,Ground Lease Expiration,Ground Lease Extension Terms,PML,Upfront Capex Reserve,Upfront Engin. Reserve,Upfront Envir. Reserve,Upfront TILC Reserve,Upfront RE Tax Reserve,Upfront Ins. Reserve,Upfront Other Reserve,Monthly Capex Reserve,Monthly Envir. Reserve,Monthly TILC Reserve,Monthly RE Tax Reserve,Monthly Ins. Reserve,Monthly Other Reserve,Capex Reserve Cap,TILC Reserve Cap,Single Tenant,Largest Tenant,Unit Size,Lease Expiration,2nd Largest Tenant,Unit Size,Lease Expiration,3rd Largest Tenant,Unit Size,Lease Expiration,4th Largest Tenant,. 1,Lease Expiration,. 1,5th Largest Tenant,Unit Size,Lease Expiration,Loan Purpose,Principal Carveout Guarantor,Lockbox,Lockbox Type,Additional Debt Permitted,Additional Debt Exist,Additional Debt Amount,Additional Debt Type,Total Debt Current Balance,Total Debt UW NCF DSCR,Total Debt Current LTV,Total Debt UW NOI Debt Yield,2008 Occupancy,2008 ADR,2008 RevPAR,2009 Occupancy,2009 ADR,2009 RevPAR,2010 Occupancy,2010 ADR,2010 RevPAR,Most Recent Occupancy,Most Recent ADR,Most Recent RevPAR,UW Occupancy,UW ADR,UW RevPAR
11.005999999999998,JPMCB,1530 Valley Center Parkway,1530 Valley Center Parkway,Bethlehem,PA,18017,Northampton,1,Office,Suburban,1988,  ,"46,400",Square Feet,100.0%,01/31/11,"2,900,000",03/01/11,  ,"1,966,957",  ,"1,960,173",  ,0.2%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,810,247",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,88.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,"Berkheimer Outsourcing, Inc.","46,400",12/31/14,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
12.0,JPMCB,Eddy Street Commons at Notre Dame,1234 North Eddy Street,South Bend,IN,46617,St. Joseph,1,Mixed Use,Retail/Office,"2009, 2010",  ,"169,771",Square Feet,95.9%,08/10/11,"34,000,000",06/29/11,75.0%,"25,500,000",150,"25,500,000",150,2.5%,No,2,5.44200,0.06720,5.37480,Actual/360,"143,859.61","1,726,315.32",08/03/11,10/01/11,  ,  ,120,360,0,0,1,0,0,09/01/21,No,  ,"21,264,717",62.5%,"L(25),Grtr1%orYM(92),O(3)",  ,  ,  ,  ,  ,  ,  ,  ,  ,"3,014,733","1,798,219","1,216,514",05/31/11,94.2%,"5,305,970","2,621,646","2,684,324","254,168","2,430,156",1.55,1.41,10.5%,9.5%,Leasehold,05/31/83,None,  ,"2,900",0,0,"2,584,273",0,0,"654,137","2,900",0,"10,700",0,0,"18,750","69,600","385,200",No,Notre Dame Office 3rd Floor,"27,489",01/31/25,Notre Dame Office 4th Floor,"27,284",11/30/24,Hammes Notre Dame Bookstore II,"20,154",10/31/19,Executive Suites,"8,857",08/31/21,  ,Urban Outfitters,"8,627",09/30/21,Refinance,"Kite Realty Group, L.P.",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.0,JPMCB,SunTrust Bank Portfolio II,Various,Various,Various,Various,Various,30,Retail,Freestanding,Various,  ,"171,209",Square Feet,100.0%,05/19/11,"50,085,000",Various,49.9%,"25,000,000",146,"25,000,000",146,2.4%,No,1,5.42000,0.10720,5.31280,Actual/360,"114,798.61","1,377,583.32",06/30/11,08/01/11,  ,  ,118,0,120,2,1,0,0,07/01/21,Yes,07/01/31,"25,000,000",49.9%,"L(5),Grtr1%orYM(112),O(3)",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"3,721,117","111,634","3,609,483","247,005","3,362,478",2.62,2.44,14.4%,13.4%,Fee,  ,  ,  ,0,0,0,0,0,0,0,0,0,0,0,0,0,  ,  ,Yes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Refinance,"Inland American Real Estate Trust, Inc.",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.001,JPMCB,4240 West Lake Mary Boulevard,4240 West Lake Mary Boulevard,Lake Mary,FL,32746,Seminole,1,Retail,Freestanding,1987,  ,"8,515",Square Feet,100.0%,05/19/11,"4,400,000",05/20/11,  ,"2,246,044",  ,"2,246,044",  ,0.2%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"2,246,044",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"295,174","8,855","286,319","15,414","270,905",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"8,515",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.002,JPMCB,26627 US Highway 19 North,26627 US Highway 19 North,Clearwater,FL,33761,Pinellas,1,Retail,Freestanding,1984,  ,"5,335",Square Feet,100.0%,05/19/11,"2,800,000",05/10/11,  ,"1,429,301",  ,"1,429,301",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,429,301",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"193,653","5,810","187,844","9,905","177,938",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,335",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.003,JPMCB,597 Solomons Island Road North,597 Solomons Island Road North,Prince Frederick,MD,20678,Calvert,1,Retail,Freestanding,1992,  ,"2,664",Square Feet,100.0%,05/19/11,"2,500,000",05/06/11,  ,"1,327,208",  ,"1,327,208",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,327,208",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"188,027","5,641","182,386","7,542","174,844",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,664",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.004,JPMCB,4425 Lafayette Street,4425 Lafayette Street,Marianna,FL,32446,Jackson,1,Retail,Freestanding,1975,  ,"16,000",Square Feet,100.0%,05/19/11,"2,500,000",05/08/11,  ,"1,276,161",  ,"1,276,161",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,276,161",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"174,519","5,236","169,283","18,160","151,123",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"16,000",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.005,JPMCB,1850 US Highway 1 South,1850 US Highway 1 South,St. Augustine,FL,32084,Saint Johns,1,Retail,Freestanding,1989,  ,"6,000",Square Feet,100.0%,05/19/11,"2,300,000",05/11/11,  ,"1,174,068",  ,"1,174,068",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,174,068",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"157,294","4,719","152,575","9,420","143,155",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,000",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.005999999999998,JPMCB,2150 Cleveland Street,2150 Cleveland Street,Clearwater,FL,33765,Pinellas,1,Retail,Freestanding,1979,  ,"4,584",Square Feet,100.0%,05/19/11,"2,300,000",05/10/11,  ,"1,174,068",  ,"1,174,068",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,174,068",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"166,393","4,992","161,401","8,511","152,890",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,584",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.007,JPMCB,1605 21st Avenue South,1605 21st Avenue South,Nashville,TN,37212,Davidson,1,Retail,Freestanding,1970,  ,"3,500",Square Feet,100.0%,05/19/11,"2,150,000",05/20/11,  ,"1,097,499",  ,"1,097,499",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,097,499",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"141,161","4,235","136,927","6,899","130,027",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,500",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.008,JPMCB,111 Southwest 17th Street,111 Southwest 17th Street,Ocala,FL,34471,Marion,1,Retail,Freestanding,1974,  ,"6,617",Square Feet,100.0%,05/19/11,"2,100,000",05/20/11,  ,"1,071,976",  ,"1,071,976",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,071,976",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"158,568","4,757","153,811","9,966","143,846",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,617",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.009,JPMCB,7319 Spring Hill Drive,7319 Spring Hill Drive,Spring Hill,FL,34606,Hernando,1,Retail,Freestanding,1979,  ,"6,028",Square Feet,100.0%,05/19/11,"2,000,000",05/10/11,  ,"1,020,929",  ,"1,020,929",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,020,929",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"158,028","4,741","153,287","9,464","143,823",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,028",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.01,JPMCB,10000 Taft Street,10000 Taft Street,Pembroke Pines,FL,33024,Broward,1,Retail,Freestanding,1982,  ,"4,000",Square Feet,100.0%,05/19/11,"1,900,000",05/11/11,  ,"969,883",  ,"969,883",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"969,883",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"147,043","4,411","142,632","7,479","135,152",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,000",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.011,JPMCB,6548 Main Street,6548 Main Street,Gloucester,VA,23061,Gloucester,1,Retail,Freestanding,1906,  ,"7,613",Square Feet,100.0%,05/19/11,"1,900,000",05/12/11,  ,"969,883",  ,"969,883",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"969,883",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"153,523","4,606","148,917","10,644","138,273",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"7,613",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.012,JPMCB,3990 Southwest State Road 200,3990 Southwest State Road 200,Ocala,FL,34474,Marion,1,Retail,Freestanding,1988,  ,"4,770",Square Feet,100.0%,05/19/11,"1,800,000",05/20/11,  ,"918,836",  ,"918,836",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"918,836",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"119,117","3,574","115,543","7,321","108,223",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,770",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.013,JPMCB,114 West Blue Ridge Street,114 West Blue Ridge Street,Stuart,VA,24171,Patrick,1,Retail,Freestanding,1965,  ,"15,430",Square Feet,100.0%,05/19/11,"1,660,000",05/11/11,  ,"847,371",  ,"847,371",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"847,371",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"124,464","3,734","120,730","16,267","104,463",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"15,430",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.014,JPMCB,240 West Main Street,240 West Main Street,Lebanon,TN,37087,Wilson,1,Retail,Freestanding,1951,  ,"8,000",Square Feet,100.0%,05/19/11,"1,600,000",05/20/11,  ,"816,743",  ,"816,743",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"816,743",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"137,128","4,114","133,014","10,497","122,517",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"8,000",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.015,JPMCB,892 Deltona Boulevard,892 Deltona Boulevard,Deltona,FL,32725,Volusia,1,Retail,Freestanding,1983,  ,"4,200",Square Feet,100.0%,05/19/11,"1,600,000",05/20/11,  ,"816,743",  ,"816,743",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"816,743",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"120,199","3,606","116,593","6,881","109,712",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,200",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.015999999999998,JPMCB,5370 Peachtree Industrial Boulevard,5370 Peachtree Industrial Boulevard,Chamblee,GA,30341,Dekalb,1,Retail,Freestanding,1965,  ,"4,604",Square Feet,100.0%,05/19/11,"1,600,000",05/10/11,  ,"816,743",  ,"816,743",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"816,743",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"132,109","3,963","128,146","7,553","120,593",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,604",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.017,JPMCB,7612 State Road 52,7612 State Road 52,Bayonet Point,FL,34667,Pasco,1,Retail,Freestanding,1985,  ,"3,340",Square Feet,100.0%,05/19/11,"1,600,000",05/10/11,  ,"816,743",  ,"816,743",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"816,743",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"121,237","3,637","117,600","6,201","111,399",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,340",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.018,JPMCB,286 Hancock Street,286 Hancock Street,Madison,GA,30650,Morgan,1,Retail,Freestanding,1980,  ,"7,604",Square Feet,100.0%,05/19/11,"1,530,000",05/11/11,  ,"781,011",  ,"781,011",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"781,011",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"107,339","3,220","104,119","9,324","94,795",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"7,604",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.019,JPMCB,100 Flagler Plaza Drive,100 Flagler Plaza Drive,Palm Coast,FL,32137,Flagler,1,Retail,Freestanding,1989,  ,"3,741",Square Feet,100.0%,05/19/11,"1,400,000",05/11/11,  ,"714,650",  ,"714,650",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"714,650",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"110,835","3,325","107,510","6,236","101,273",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,741",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.02,JPMCB,7801 Pineville-Matthews Road,7801 Pineville-Matthews Road,Charlotte,NC,28226,Mecklenburg,1,Retail,Freestanding,1990,  ,"2,440",Square Feet,100.0%,05/19/11,"1,050,000",05/20/11,  ,"535,988",  ,"535,988",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"535,988",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"78,728","2,362","76,366","4,251","72,115",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,440",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.021,JPMCB,201 South Peterson Avenue,201 South Peterson Avenue,Douglas,GA,31533,Coffee,1,Retail,Freestanding,1980,  ,"14,351",Square Feet,100.0%,05/19/11,"1,030,000",05/11/11,  ,"525,778",  ,"525,778",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,778",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"72,364","2,171","70,193","13,896","56,297",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"14,351",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.022,JPMCB,5705 High Point Road,5705 High Point Road,Greensboro,NC,27407,Guilford,1,Retail,Freestanding,1989,  ,"3,131",Square Feet,100.0%,05/19/11,"1,030,000",05/20/11,  ,"525,778",  ,"525,778",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,778",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"94,709","2,841","91,868","5,275","86,593",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,131",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
